content,sentiment
woke upi want to stay in my bed,4
depressed that i was not included in the morcom gardens quiz on facebook,6
yeah its still totally in the high s here soooo notlooking forward to aug and sept up here,6
upsidedown tomato plants died,4
so deep its priecing my soul,2
oh come on you get next week off and i get next week full of exams,6
friday here at last not much fun when your skint though,2
i know do not tell anyone  i do not know if my dad told the famz yet i think i am taking it online,6
caan't iht be earlier icant wait that long  ahar (:,4
friday yay and a bonus do not have to drive to wales tonight  athough will miss kitten cuddles and going for a ride,3
my children have promised me birthday brekkie in bed there is a problem with that in that there is bugger all food in the house,6
woops i only just realized my dms to you are not going through,6
i do not think i will be able to get out of bed tomorrow morning  we will seeeee,2
i cannot use my blackberry today this sucks,5
q: what studio created 'open season' should google it or look at the dvd downstairs but feeling lazy,3
the times they are a changing,2
why do you hate me,4
time for tv in bedthen spending all day catching up on studying  i hate online summer classes,0
video is not available to us foreigners,2
- wanted to visit the animals but we were too late,4
pc i agree  we have a problem we must stop spending and only work,6
#jonaswebcast i just missed it,4
dang it i really look like crap sigh only had mins to shower and mins to get ready,0
waiting to get picked up,2
so exhaustedcan't sleep i do not like these nights,4
i am going to miss all the live comet action tomorrow i have to go take care of my cousins and they do not have access to the interwebz,4
lol i cannot drink,5
if bill compton has wii why cannot he have twitter,5
sorry to hear that,4
morning ;sports day today and i have to do the three-legged race with  ; mr pettigrew said i am not aloud to trip her up,6
just found out i cannot drink at this bar booo missing e at palomino's no cheers sad face,4
cannot sleep  hours of tossing and turning,6
omg going to die of swine flu when i go to melbourne,6
packing  i do not like it,0
dang it so its not certain    are you okay,2
wishes dave gilmour and roger waters would re-unite for a pink floyd concert,2
finished a whole box of ice cream,4
in  horse town   blown out car speakers =,2
someone make me a cofffeeeeeee,2
plus i just deposited tax return cheque but for first time in  years it did not clear immediately,6
photo: martwo: omg i love you i accadentally deleted this photo  yay hes so beautiful,1
i knooww   my hot water bottle iss in whangamata without me ahhhhh,6
my nose is stuffy,2
last night in newport,2
ok other then my shoe the club is cool its fun and its poppin except  the people tryna dance wit me,3
holy crap it is raining in la and i do not have a jacket  oh no,6
aright twitter fam guess i am about to be outties going to try n sleep off some of this horrible pain,2
baby was not herself after recieving vaccines,2
wish i could attend e this year but these small events like the nba and stanley cup finals keep getting in the way   work work work,6
lol hi emmy latin would help me study for the aptitude tests to get into grad school ;\ that is why i want to take it,3
by the way i am not a wimp,4
rejecting all food substances,6
no i was trying to interview dr paul twomey ceo of icann phone issues cut the interview from  mins to,6
i cannot add you on myspace girly  it asks for a last name and email,4
back at vienna (  ) sooo tired luggage lost manchester  would been great - very good outcome from seminar at mbs  great people around,0
do not think i can take a needle watched a horribly gory short film on drugs a few months ago i am scarred for life,6
i do not want to go back to work   sleepy time,4
it feels not good,6
watching the biggest loser on hallmark never fails to make me cry  nyeh,2
that sucks  how old are you actually,2
thinking about getting up for work,6
still confuse,2
i was a very naughty girl tonight dissappointed with myself,6
that is better than missy  telling me i should be on the biggest loser,6
noooo he goes for orlando omg  i am going to cry,4
aaaaaahhhhhhhh   soooooooo sweeeeeeet   i miss that age  soooo much,5
just saw a fox  as i was getting on the freeway i hope it goes home,5
scratch that; sleep on a stage bound,2
recapping on britains got talent britain seems more talented than america,5
i cnt get it its goin to you are old messages   help,2
good time rocking out  open mic thanks  all the love n support now working on business plan presentation no cg again nite,1
swimming is a no go for me,2
morning john yes i do however i have a diary clash and sadly cannot attend,4
i miss my friend,4
ohh ic ic haha iyaa my summer is filled with one course that lasts for the whole summer,2
yea i just saw this really sad commercial,4
hmmm using tinytwitter on a small non-touch screen is really not much fun,4
lettuce  spinach does best in cool weather i live in floridanot much luck growing those,3
